'Elapsed time','ECG 1','ECG 2','ECG 3','ECG 4'
'0:02.258',-0.020,0.000,0.070,0.130
'0:02.260',-0.030,0.010,0.080,0.150
'0:02.262',-0.040,0.010,0.090,0.160
'0:02.264',-0.040,0.010,0.090,0.150
'0:02.266',-0.030,0.010,0.100,0.140
'0:02.268',-0.030,0.010,0.110,0.120
'0:02.270',-0.020,0.010,0.120,0.100
'0:02.272',-0.020,0.010,0.120,0.080
'0:02.274',-0.020,0.030,0.130,0.090
'0:02.276',-0.020,0.030,0.120,0.100
'0:02.278',-0.020,0.010,0.110,0.100
'0:02.280',-0.020,0.010,0.110,0.120
'0:02.282',-0.030,0.020,0.100,0.120
'0:02.284',-0.020,0.010,0.100,0.120
'0:02.286',-0.010,0.030,0.100,0.110
'0:02.288',-0.010,0.050,0.090,0.100
'0:02.290',0.000,0.040,0.080,0.090
'0:02.292',0.020,0.020,0.070,0.090
'0:02.294',0.030,0.010,0.080,0.090
'0:02.296',0.020,0.030,0.080,0.100
'0:02.298',0.010,0.030,0.080,0.110
'0:02.300',0.000,0.030,0.100,0.120
'0:02.302',0.000,0.060,0.140,0.140
'0:02.304',0.000,0.060,0.140,0.130
'0:02.306',0.020,0.060,0.130,0.110
'0:02.308',0.030,0.050,0.120,0.100
'0:02.310',0.030,0.040,0.110,0.100
'0:02.312',0.010,0.040,0.100,0.120
'0:02.314',0.000,0.050,0.100,0.130
'0:02.316',-0.010,0.070,0.100,0.140
'0:02.318',0.000,0.060,0.100,0.120
'0:02.320',0.000,0.060,0.100,0.100
'0:02.322',0.000,0.050,0.090,0.070
'0:02.324',0.010,0.050,0.080,0.060
'0:02.326',0.010,0.030,0.080,0.060
'0:02.328',0.000,0.040,0.070,0.070
'0:02.330',0.000,0.050,0.070,0.100
'0:02.332',-0.010,0.050,0.070,0.110
'0:02.334',-0.010,0.050,0.060,0.110
'0:02.336',-0.010,0.050,0.050,0.090
'0:02.338',0.000,0.060,0.050,0.070
'0:02.340',0.020,0.050,0.050,0.060
'0:02.342',0.020,0.040,0.050,0.050
'0:02.344',0.010,0.050,0.060,0.070
'0:02.346',0.000,0.050,0.070,0.080
'0:02.348',-0.010,0.050,0.080,0.090
'0:02.350',-0.020,0.030,0.080,0.090
'0:02.352',-0.010,0.010,0.080,0.080
'0:02.354',0.000,0.010,0.070,0.060
'0:02.356',0.000,0.020,0.050,0.040
'0:02.358',0.000,0.040,0.050,0.060
'0:02.360',0.000,0.030,0.060,0.070
'0:02.362',0.000,0.030,0.060,0.080
'0:02.364',-0.010,0.040,0.060,0.080
'0:02.366',0.000,0.040,0.060,0.090
'0:02.368',0.000,0.030,0.060,0.070
'0:02.370',0.010,0.030,0.060,0.050
'0:02.372',0.010,0.060,0.060,0.040
'0:02.374',0.010,0.060,0.060,0.040
'0:02.376',0.020,0.050,0.070,0.050
'0:02.378',0.010,0.050,0.080,0.040
'0:02.380',0.000,0.050,0.090,0.050
'0:02.382',0.000,0.050,0.090,0.050
'0:02.384',0.000,0.050,0.070,0.060
'0:02.386',0.000,0.060,0.080,0.070
'0:02.388',0.000,0.060,0.080,0.060
'0:02.390',0.010,0.040,0.080,0.050
'0:02.392',0.020,0.020,0.070,0.050
'0:02.394',0.010,0.010,0.070,0.060
'0:02.396',0.000,0.000,0.080,0.070
'0:02.398',0.000,0.000,0.080,0.070
'0:02.400',-0.010,0.020,0.090,0.070
'0:02.402',0.000,0.030,0.090,0.060
'0:02.404',0.010,0.030,0.090,0.040
'0:02.406',0.020,0.020,0.080,0.030
'0:02.408',0.020,0.030,0.080,0.030
'0:02.410',0.030,0.030,0.070,0.020
'0:02.412',0.020,0.030,0.080,0.030
'0:02.414',0.010,0.040,0.080,0.050
'0:02.416',0.000,0.040,0.070,0.060
'0:02.418',0.000,0.010,0.040,0.050
'0:02.420',0.000,0.000,0.030,0.040
'0:02.422',0.000,0.000,0.040,0.030
'0:02.424',-0.010,0.000,0.030,0.020
'0:02.426',-0.030,0.010,0.020,0.030
'0:02.428',-0.050,0.040,0.020,0.050
'0:02.430',-0.050,0.050,0.010,0.060
'0:02.432',-0.040,0.040,0.020,0.060
'0:02.434',-0.020,0.030,0.020,0.050
'0:02.436',-0.010,0.020,0.010,0.050
'0:02.438',0.000,0.010,0.010,0.040
'0:02.440',0.000,0.000,0.010,0.040
'0:02.442',-0.020,0.000,0.010,0.050
'0:02.444',-0.040,0.000,0.020,0.060
'0:02.446',-0.040,0.000,0.020,0.070
'0:02.448',-0.040,-0.010,0.030,0.080
'0:02.450',-0.040,-0.020,0.040,0.080
'0:02.452',-0.040,-0.010,0.040,0.080
'0:02.454',-0.040,-0.010,0.040,0.060
'0:02.456',-0.050,0.000,0.050,0.070
'0:02.458',-0.050,0.000,0.070,0.100
'0:02.460',-0.050,-0.010,0.070,0.110
'0:02.462',-0.050,0.000,0.080,0.120
'0:02.464',-0.050,0.000,0.080,0.130
'0:02.466',-0.050,0.000,0.080,0.140
'0:02.468',-0.040,0.000,0.070,0.140
'0:02.470',-0.030,0.020,0.080,0.130
'0:02.472',-0.020,0.030,0.080,0.120
'0:02.474',-0.010,0.030,0.090,0.100
'0:02.476',0.000,0.040,0.090,0.080
'0:02.478',0.000,0.040,0.100,0.080
'0:02.480',-0.010,0.050,0.110,0.080
'0:02.482',-0.020,0.050,0.120,0.080
'0:02.484',-0.020,0.070,0.130,0.090
'0:02.486',-0.020,0.070,0.120,0.080
'0:02.488',-0.010,0.050,0.100,0.040
'0:02.490',0.000,0.040,0.090,0.030
'0:02.492',0.000,0.020,0.070,0.020
'0:02.494',0.000,0.010,0.070,0.010
'0:02.496',0.000,0.010,0.060,0.010
'0:02.498',0.000,0.030,0.070,0.030
'0:02.500',0.000,0.060,0.080,0.050
'0:02.502',0.010,0.070,0.070,0.030
'0:02.504',0.020,0.070,0.050,0.010
'0:02.506',0.040,0.060,0.030,0.000
'0:02.508',0.050,0.050,0.010,0.000
'0:02.510',0.050,0.040,0.000,0.000
'0:02.512',0.020,0.050,0.020,0.000
'0:02.514',0.000,0.070,0.040,0.020
'0:02.516',0.010,0.070,0.050,0.020
'0:02.518',0.020,0.060,0.050,0.000
'0:02.520',0.040,0.060,0.050,-0.020
'0:02.522',0.060,0.060,0.040,-0.040
'0:02.524',0.060,0.060,0.030,-0.040
'0:02.526',0.040,0.070,0.030,-0.020
'0:02.528',0.030,0.080,0.040,0.000
'0:02.530',0.020,0.080,0.030,0.010
'0:02.532',0.020,0.080,0.020,0.020
'0:02.534',0.040,0.070,0.000,0.020
'0:02.536',0.040,0.070,0.000,0.010
'0:02.538',0.060,0.070,0.000,0.000
'0:02.540',0.070,0.090,0.000,0.000
'0:02.542',0.070,0.090,0.000,0.000
'0:02.544',0.080,0.070,-0.020,-0.020
'0:02.546',0.080,0.060,-0.050,-0.060
'0:02.548',0.100,0.050,-0.090,-0.100
'0:02.550',0.120,0.030,-0.150,-0.150
'0:02.552',0.140,0.000,-0.210,-0.230
'0:02.554',0.160,-0.020,-0.250,-0.280
'0:02.556',0.170,-0.020,-0.240,-0.270
'0:02.558',0.210,0.010,-0.140,-0.210
'0:02.560',0.240,0.120,0.070,-0.070
'0:02.562',0.240,0.310,0.380,0.130
'0:02.564',0.270,0.580,0.790,0.360
'0:02.566',0.380,0.940,1.290,0.610
'0:02.568',0.510,1.400,1.830,0.860
'0:02.570',0.640,1.880,2.410,1.140
'0:02.572',0.780,2.360,3.010,1.440
'0:02.574',0.900,2.840,3.610,1.770
'0:02.576',1.010,3.320,4.200,2.120
'0:02.578',1.070,3.770,4.750,2.440
'0:02.580',1.120,4.150,5.180,2.700
'0:02.582',1.140,4.420,5.430,2.870
'0:02.584',1.130,4.550,5.500,2.950
'0:02.586',1.070,4.490,5.410,2.920
'0:02.588',0.950,4.260,5.120,2.790
'0:02.590',0.760,3.790,4.590,2.570
'0:02.592',0.510,3.170,3.900,2.280
'0:02.594',0.300,2.520,3.180,1.970
'0:02.596',0.130,1.960,2.520,1.650
'0:02.598',0.030,1.500,1.930,1.340
'0:02.600',-0.020,1.100,1.420,1.040
'0:02.602',-0.060,0.750,0.990,0.760
'0:02.604',-0.090,0.460,0.630,0.510
'0:02.606',-0.100,0.210,0.310,0.300
'0:02.608',-0.120,0.000,0.040,0.120
'0:02.610',-0.140,-0.160,-0.190,0.000
'0:02.612',-0.170,-0.300,-0.370,-0.100
'0:02.614',-0.180,-0.410,-0.540,-0.200
'0:02.616',-0.190,-0.510,-0.670,-0.290
'0:02.618',-0.180,-0.600,-0.780,-0.370
'0:02.620',-0.160,-0.670,-0.870,-0.460
'0:02.622',-0.150,-0.730,-0.950,-0.530
'0:02.624',-0.140,-0.770,-1.000,-0.570
'0:02.626',-0.150,-0.800,-1.040,-0.600
'0:02.628',-0.150,-0.810,-1.070,-0.630
'0:02.630',-0.150,-0.820,-1.090,-0.640
'0:02.632',-0.140,-0.830,-1.100,-0.640
'0:02.634',-0.140,-0.860,-1.120,-0.660
'0:02.636',-0.140,-0.860,-1.130,-0.680
'0:02.638',-0.140,-0.850,-1.120,-0.700
'0:02.640',-0.140,-0.830,-1.110,-0.690
'0:02.642',-0.130,-0.820,-1.110,-0.690
'0:02.644',-0.130,-0.810,-1.100,-0.670
'0:02.646',-0.130,-0.800,-1.070,-0.660
'0:02.648',-0.140,-0.790,-1.050,-0.660
'0:02.650',-0.120,-0.770,-1.040,-0.660
'0:02.652',-0.110,-0.750,-1.020,-0.670
'0:02.654',-0.110,-0.730,-1.000,-0.660
'0:02.656',-0.090,-0.730,-0.990,-0.650
'0:02.658',-0.070,-0.730,-0.990,-0.650
'0:02.660',-0.060,-0.730,-0.970,-0.650
'0:02.662',-0.060,-0.720,-0.940,-0.630
'0:02.664',-0.070,-0.710,-0.930,-0.620
'0:02.666',-0.070,-0.680,-0.910,-0.580
'0:02.668',-0.080,-0.660,-0.890,-0.560
'0:02.670',-0.070,-0.630,-0.870,-0.580
'0:02.672',-0.060,-0.610,-0.860,-0.600
'0:02.674',-0.050,-0.610,-0.850,-0.600
'0:02.676',-0.040,-0.590,-0.830,-0.590
'0:02.678',-0.050,-0.580,-0.830,-0.580
'0:02.680',-0.070,-0.560,-0.820,-0.570
'0:02.682',-0.070,-0.530,-0.800,-0.540
'0:02.684',-0.050,-0.520,-0.770,-0.530
'0:02.686',-0.030,-0.510,-0.770,-0.540
'0:02.688',0.000,-0.500,-0.770,-0.550
'0:02.690',0.000,-0.480,-0.770,-0.550
'0:02.692',0.000,-0.470,-0.750,-0.540
'0:02.694',0.000,-0.460,-0.730,-0.520
'0:02.696',-0.020,-0.440,-0.700,-0.490
'0:02.698',-0.030,-0.430,-0.690,-0.480
'0:02.700',-0.020,-0.420,-0.680,-0.490
'0:02.702',-0.010,-0.420,-0.680,-0.500
'0:02.704',0.010,-0.420,-0.670,-0.510
'0:02.706',0.030,-0.420,-0.660,-0.510
'0:02.708',0.010,-0.410,-0.650,-0.500
'0:02.710',0.000,-0.380,-0.640,-0.480
'0:02.712',-0.010,-0.370,-0.640,-0.470
'0:02.714',-0.020,-0.360,-0.640,-0.450
'0:02.716',-0.010,-0.360,-0.630,-0.440
'0:02.718',0.000,-0.370,-0.620,-0.440
'0:02.720',0.020,-0.360,-0.610,-0.460
'0:02.722',0.040,-0.340,-0.600,-0.460
'0:02.724',0.040,-0.310,-0.600,-0.460
'0:02.726',0.050,-0.310,-0.590,-0.460
'0:02.728',0.060,-0.300,-0.570,-0.460
'0:02.730',0.060,-0.290,-0.570,-0.460
'0:02.732',0.070,-0.280,-0.570,-0.460
'0:02.734',0.090,-0.270,-0.580,-0.490
'0:02.736',0.110,-0.260,-0.580,-0.510
'0:02.738',0.110,-0.240,-0.570,-0.500
'0:02.740',0.110,-0.240,-0.560,-0.510
'0:02.742',0.140,-0.240,-0.550,-0.520
'0:02.744',0.160,-0.230,-0.550,-0.520
'0:02.746',0.170,-0.220,-0.540,-0.530
'0:02.748',0.180,-0.210,-0.540,-0.530
'0:02.750',0.190,-0.180,-0.540,-0.540
'0:02.752',0.200,-0.160,-0.550,-0.560
'0:02.754',0.220,-0.150,-0.540,-0.580
'0:02.756',0.240,-0.140,-0.540,-0.600
'0:02.758',0.260,-0.140,-0.540,-0.610
'0:02.760',0.270,-0.140,-0.530,-0.610
'0:02.762',0.270,-0.120,-0.520,-0.600
'0:02.764',0.260,-0.100,-0.520,-0.580
'0:02.766',0.260,-0.080,-0.520,-0.580
'0:02.768',0.280,-0.060,-0.530,-0.580
'0:02.770',0.300,-0.050,-0.540,-0.580
'0:02.772',0.320,-0.040,-0.540,-0.600
'0:02.774',0.320,-0.040,-0.540,-0.610
'0:02.776',0.330,-0.040,-0.540,-0.610
'0:02.778',0.330,-0.040,-0.530,-0.590
'0:02.780',0.310,-0.010,-0.500,-0.530
'0:02.782',0.300,-0.010,-0.480,-0.500
'0:02.784',0.310,-0.020,-0.470,-0.490
'0:02.786',0.320,-0.020,-0.470,-0.500
'0:02.788',0.330,-0.030,-0.470,-0.520
'0:02.790',0.330,-0.050,-0.470,-0.530
'0:02.792',0.320,-0.060,-0.460,-0.510
'0:02.794',0.290,-0.030,-0.450,-0.480
'0:02.796',0.270,-0.020,-0.430,-0.470
'0:02.798',0.260,-0.020,-0.410,-0.440
'0:02.800',0.250,-0.030,-0.390,-0.410
'0:02.802',0.240,-0.040,-0.400,-0.390
'0:02.804',0.230,-0.050,-0.390,-0.390
'0:02.806',0.210,-0.070,-0.370,-0.370
'0:02.808',0.180,-0.070,-0.350,-0.310
'0:02.810',0.150,-0.080,-0.320,-0.250
'0:02.812',0.110,-0.090,-0.290,-0.200
'0:02.814',0.080,-0.110,-0.270,-0.150
'0:02.816',0.050,-0.110,-0.240,-0.110
'0:02.818',0.020,-0.120,-0.210,-0.080
'0:02.820',0.000,-0.130,-0.180,-0.060
'0:02.822',-0.030,-0.140,-0.130,0.000
'0:02.824',-0.060,-0.140,-0.100,0.030
'0:02.826',-0.080,-0.150,-0.080,0.060
'0:02.828',-0.110,-0.150,-0.070,0.090
'0:02.830',-0.140,-0.150,-0.060,0.130
'0:02.832',-0.170,-0.150,-0.040,0.170
'0:02.834',-0.200,-0.150,-0.020,0.190
'0:02.836',-0.220,-0.150,-0.020,0.200
'0:02.838',-0.230,-0.150,0.000,0.210
'0:02.840',-0.230,-0.150,0.020,0.210
'0:02.842',-0.230,-0.150,0.040,0.220
'0:02.844',-0.240,-0.140,0.060,0.260
'0:02.846',-0.260,-0.140,0.070,0.280
'0:02.848',-0.270,-0.130,0.090,0.300
'0:02.850',-0.280,-0.110,0.110,0.310
'0:02.852',-0.290,-0.100,0.120,0.310
'0:02.854',-0.280,-0.110,0.140,0.300
'0:02.856',-0.270,-0.120,0.150,0.290
'0:02.858',-0.270,-0.130,0.140,0.290
'0:02.860',-0.270,-0.120,0.130,0.300
'0:02.862',-0.270,-0.120,0.140,0.320
'0:02.864',-0.280,-0.110,0.160,0.350
'0:02.866',-0.290,-0.110,0.170,0.370
'0:02.868',-0.290,-0.110,0.160,0.370
'0:02.870',-0.300,-0.110,0.170,0.350
'0:02.872',-0.280,-0.110,0.170,0.320
'0:02.874',-0.260,-0.110,0.170,0.310
'0:02.876',-0.260,-0.110,0.150,0.330
'0:02.878',-0.280,-0.080,0.150,0.350
'0:02.880',-0.300,-0.060,0.150,0.370
'0:02.882',-0.300,-0.060,0.140,0.360
'0:02.884',-0.290,-0.070,0.130,0.340
'0:02.886',-0.280,-0.080,0.120,0.320
'0:02.888',-0.250,-0.070,0.110,0.290
'0:02.890',-0.230,-0.080,0.100,0.280
'0:02.892',-0.230,-0.060,0.110,0.290
'0:02.894',-0.240,-0.050,0.120,0.300
'0:02.896',-0.240,-0.050,0.120,0.310
'0:02.898',-0.250,-0.040,0.110,0.310
'0:02.900',-0.240,-0.050,0.110,0.300
'0:02.902',-0.230,-0.050,0.100,0.270
'0:02.904',-0.230,-0.040,0.100,0.250
'0:02.906',-0.220,-0.030,0.100,0.260
'0:02.908',-0.220,-0.030,0.100,0.270
'0:02.910',-0.220,-0.040,0.100,0.270
'0:02.912',-0.230,-0.040,0.100,0.270
'0:02.914',-0.240,-0.030,0.100,0.280
'0:02.916',-0.230,-0.030,0.110,0.290
'0:02.918',-0.220,-0.020,0.120,0.270
'0:02.920',-0.220,0.000,0.120,0.260
'0:02.922',-0.210,0.000,0.100,0.250
'0:02.924',-0.190,0.000,0.100,0.230
'0:02.926',-0.180,-0.020,0.090,0.230
'0:02.928',-0.190,-0.030,0.100,0.260
'0:02.930',-0.190,-0.020,0.110,0.270
'0:02.932',-0.180,-0.010,0.110,0.270
'0:02.934',-0.180,0.010,0.110,0.290
'0:02.936',-0.180,0.030,0.120,0.270
'0:02.938',-0.160,0.020,0.100,0.240
'0:02.940',-0.160,0.020,0.090,0.230
'0:02.942',-0.160,0.010,0.080,0.220
'0:02.944',-0.180,0.000,0.080,0.210
'0:02.946',-0.180,0.010,0.090,0.210
'0:02.948',-0.170,0.010,0.090,0.220
'0:02.950',-0.160,0.010,0.090,0.240
'0:02.952',-0.140,0.000,0.080,0.240
'0:02.954',-0.120,0.010,0.080,0.220
'0:02.956',-0.100,0.000,0.080,0.210
'0:02.958',-0.080,0.000,0.070,0.210
'0:02.960',-0.080,0.000,0.070,0.210
'0:02.962',-0.100,0.030,0.080,0.220
'0:02.964',-0.110,0.050,0.090,0.230
'0:02.966',-0.110,0.040,0.090,0.240
'0:02.968',-0.100,0.040,0.090,0.230
'0:02.970',-0.090,0.040,0.090,0.210
'0:02.972',-0.070,0.030,0.090,0.190
'0:02.974',-0.060,0.020,0.090,0.190
'0:02.976',-0.070,0.040,0.100,0.210
'0:02.978',-0.090,0.060,0.120,0.230
'0:02.980',-0.090,0.060,0.130,0.230
'0:02.982',-0.080,0.070,0.130,0.220
'0:02.984',-0.060,0.070,0.130,0.190
'0:02.986',-0.050,0.070,0.120,0.170
'0:02.988',-0.050,0.070,0.100,0.140
'0:02.990',-0.030,0.080,0.110,0.150
'0:02.992',-0.030,0.080,0.120,0.160
'0:02.994',-0.010,0.070,0.120,0.160
'0:02.996',-0.030,0.070,0.120,0.160
'0:02.998',-0.030,0.070,0.110,0.160
'0:03.000',-0.030,0.070,0.110,0.170
'0:03.002',-0.020,0.060,0.110,0.150
'0:03.004',-0.020,0.070,0.110,0.140
'0:03.006',-0.020,0.080,0.110,0.140
'0:03.008',-0.010,0.070,0.100,0.130
'0:03.010',0.000,0.060,0.100,0.120
'0:03.012',-0.010,0.070,0.100,0.130
'0:03.014',-0.010,0.070,0.100,0.140
'0:03.016',0.000,0.070,0.110,0.130
'0:03.018',0.000,0.070,0.120,0.130
'0:03.020',0.000,0.090,0.120,0.130
'0:03.022',0.010,0.080,0.100,0.110
'0:03.024',0.020,0.070,0.090,0.100
'0:03.026',0.020,0.060,0.090,0.090
'0:03.028',0.000,0.050,0.090,0.100
'0:03.030',0.000,0.040,0.090,0.110
'0:03.032',-0.010,0.060,0.100,0.140
'0:03.034',-0.020,0.070,0.110,0.140
'0:03.036',-0.010,0.060,0.110,0.110
'0:03.038',0.000,0.060,0.110,0.080
'0:03.040',0.010,0.060,0.110,0.080
'0:03.042',0.020,0.050,0.110,0.080
'0:03.044',0.010,0.040,0.110,0.080
'0:03.046',0.000,0.070,0.110,0.090
'0:03.048',-0.010,0.090,0.110,0.090
'0:03.050',0.000,0.100,0.100,0.090
'0:03.052',0.000,0.100,0.100,0.080
'0:03.054',0.000,0.090,0.090,0.060
'0:03.056',0.010,0.080,0.080,0.060
'0:03.058',0.040,0.070,0.070,0.070
'0:03.060',0.030,0.060,0.080,0.090
'0:03.062',0.000,0.070,0.110,0.130
'0:03.064',0.000,0.060,0.120,0.140
'0:03.066',0.000,0.070,0.130,0.140
'0:03.068',0.010,0.060,0.110,0.120
'0:03.070',0.020,0.060,0.090,0.080
'0:03.072',0.030,0.050,0.090,0.050
'0:03.074',0.030,0.040,0.100,0.040
'0:03.076',0.020,0.050,0.110,0.070
'0:03.078',0.020,0.050,0.110,0.070
'0:03.080',0.030,0.050,0.120,0.070
'0:03.082',0.030,0.050,0.120,0.070
'0:03.084',0.030,0.050,0.110,0.060
'0:03.086',0.040,0.060,0.100,0.050
'0:03.088',0.060,0.070,0.090,0.040
'0:03.090',0.060,0.070,0.090,0.040
'0:03.092',0.060,0.050,0.090,0.040
'0:03.094',0.050,0.040,0.080,0.040
'0:03.096',0.030,0.040,0.070,0.030
'0:03.098',0.020,0.040,0.070,0.030
'0:03.100',0.010,0.030,0.060,0.030
'0:03.102',0.010,0.040,0.050,0.040
'0:03.104',0.000,0.070,0.060,0.050
'0:03.106',0.020,0.060,0.060,0.050
'0:03.108',0.030,0.050,0.060,0.050
'0:03.110',0.030,0.030,0.060,0.050
'0:03.112',0.020,0.020,0.080,0.050
'0:03.114',0.010,0.020,0.080,0.050
'0:03.116',0.000,0.020,0.090,0.050
'0:03.118',0.000,0.020,0.090,0.060
'0:03.120',0.000,0.010,0.080,0.040
'0:03.122',0.000,0.010,0.060,0.030
'0:03.124',0.010,0.000,0.040,0.040
'0:03.126',0.000,-0.010,0.030,0.050
'0:03.128',0.000,-0.010,0.050,0.070
'0:03.130',-0.020,0.000,0.080,0.090
'0:03.132',-0.030,0.010,0.080,0.100
'0:03.134',-0.020,0.000,0.060,0.080
'0:03.136',-0.010,0.000,0.040,0.060
'0:03.138',-0.020,-0.010,0.040,0.050
'0:03.140',-0.020,-0.020,0.030,0.040
'0:03.142',-0.020,-0.030,0.020,0.040
'0:03.144',-0.040,-0.030,0.030,0.060
'0:03.146',-0.070,-0.010,0.060,0.110
'0:03.148',-0.070,-0.010,0.070,0.120
'0:03.150',-0.060,-0.010,0.070,0.120
'0:03.152',-0.060,-0.010,0.060,0.100
'0:03.154',-0.050,0.000,0.060,0.070
'0:03.156',-0.030,-0.010,0.060,0.060
'0:03.158',-0.050,0.000,0.060,0.070
'0:03.160',-0.060,0.000,0.080,0.090
'0:03.162',-0.070,0.010,0.090,0.110
'0:03.164',-0.070,0.010,0.090,0.130
'0:03.166',-0.070,0.010,0.090,0.130
'0:03.168',-0.050,0.000,0.080,0.120
'0:03.170',-0.040,0.000,0.070,0.090
'0:03.172',-0.020,0.010,0.070,0.070
'0:03.174',-0.030,0.030,0.070,0.080
'0:03.176',-0.030,0.040,0.070,0.080
'0:03.178',-0.030,0.040,0.070,0.070
'0:03.180',-0.040,0.030,0.090,0.070
'0:03.182',-0.030,0.040,0.100,0.060
'0:03.184',-0.020,0.040,0.090,0.050
'0:03.186',-0.020,0.040,0.090,0.040
'0:03.188',-0.020,0.070,0.100,0.040
'0:03.190',0.000,0.070,0.100,0.030
'0:03.192',0.020,0.050,0.080,0.030
'0:03.194',0.020,0.030,0.050,0.030
'0:03.196',0.010,0.030,0.050,0.030
'0:03.198',0.010,0.030,0.050,0.030
'0:03.200',0.020,0.050,0.050,0.030
'0:03.202',0.030,0.070,0.060,0.020
'0:03.204',0.040,0.080,0.060,-0.010
'0:03.206',0.060,0.060,0.050,-0.020
'0:03.208',0.070,0.050,0.040,-0.030
'0:03.210',0.080,0.040,0.030,-0.030
'0:03.212',0.070,0.040,0.030,-0.030
'0:03.214',0.060,0.050,0.050,-0.020
'0:03.216',0.050,0.070,0.070,0.000
'0:03.218',0.050,0.090,0.060,-0.010
'0:03.220',0.080,0.090,0.040,-0.030
'0:03.222',0.100,0.090,0.030,-0.060
'0:03.224',0.110,0.080,0.030,-0.080
'0:03.226',0.110,0.070,0.030,-0.070
'0:03.228',0.100,0.070,0.040,-0.060
'0:03.230',0.080,0.090,0.070,-0.040
'0:03.232',0.070,0.100,0.070,-0.020
'0:03.234',0.090,0.100,0.060,-0.030
'0:03.236',0.100,0.090,0.050,-0.040
'0:03.238',0.100,0.070,0.040,-0.060
'0:03.240',0.100,0.060,0.020,-0.080
'0:03.242',0.120,0.040,0.010,-0.090
'0:03.244',0.110,0.050,0.000,-0.090
'0:03.246',0.120,0.040,-0.030,-0.110
'0:03.248',0.140,0.030,-0.070,-0.150
'0:03.250',0.180,0.000,-0.130,-0.210
'0:03.252',0.200,-0.020,-0.200,-0.270
'0:03.254',0.220,-0.040,-0.220,-0.300
'0:03.256',0.230,-0.010,-0.170,-0.280
'0:03.258',0.240,0.070,-0.020,-0.170
'0:03.260',0.240,0.210,0.240,0.000
'0:03.262',0.250,0.420,0.610,0.220
'0:03.264',0.310,0.730,1.050,0.480
'0:03.266',0.420,1.130,1.570,0.740
'0:03.268',0.570,1.590,2.140,1.020
'0:03.270',0.720,2.090,2.740,1.310
'0:03.272',0.850,2.590,3.360,1.640
'0:03.274',0.960,3.090,3.970,1.980
'0:03.276',1.070,3.580,4.550,2.320
'0:03.278',1.140,4.030,5.080,2.630
'0:03.280',1.180,4.390,5.470,2.840
'0:03.282',1.220,4.600,5.680,2.950
'0:03.284',1.200,4.660,5.700,2.980
'0:03.286',1.120,4.580,5.540,2.940
'0:03.288',0.970,4.270,5.150,2.780
'0:03.290',0.750,3.720,4.530,2.540
'0:03.292',0.500,3.060,3.780,2.240
'0:03.294',0.280,2.410,3.050,1.900
'0:03.296',0.120,1.840,2.390,1.560
'0:03.298',0.020,1.380,1.820,1.250
'0:03.300',-0.040,1.000,1.330,0.970
'0:03.302',-0.080,0.670,0.900,0.690
'0:03.304',-0.100,0.390,0.520,0.440
'0:03.306',-0.100,0.140,0.220,0.220
'0:03.308',-0.110,-0.060,-0.040,0.030
'0:03.310',-0.120,-0.230,-0.270,-0.110
'0:03.312',-0.130,-0.360,-0.450,-0.230
'0:03.314',-0.130,-0.450,-0.610,-0.320
'0:03.316',-0.130,-0.550,-0.740,-0.400
'0:03.318',-0.130,-0.640,-0.850,-0.490
'0:03.320',-0.120,-0.720,-0.920,-0.570
'0:03.322',-0.100,-0.770,-0.990,-0.630
'0:03.324',-0.090,-0.810,-1.040,-0.670
'0:03.326',-0.100,-0.840,-1.080,-0.700
'0:03.328',-0.120,-0.850,-1.100,-0.710
'0:03.330',-0.120,-0.850,-1.120,-0.710
'0:03.332',-0.120,-0.850,-1.130,-0.720
'0:03.334',-0.100,-0.860,-1.130,-0.740
'0:03.336',-0.090,-0.870,-1.130,-0.750
'0:03.338',-0.080,-0.880,-1.130,-0.780
'0:03.340',-0.070,-0.880,-1.130,-0.790
'0:03.342',-0.060,-0.850,-1.130,-0.760
'0:03.344',-0.060,-0.830,-1.110,-0.730
'0:03.346',-0.070,-0.820,-1.100,-0.720
'0:03.348',-0.070,-0.810,-1.080,-0.720
'0:03.350',-0.050,-0.790,-1.060,-0.730
'0:03.352',-0.030,-0.780,-1.040,-0.740
'0:03.354',-0.020,-0.770,-1.030,-0.760
'0:03.356',-0.020,-0.750,-1.020,-0.750
'0:03.358',-0.030,-0.730,-1.000,-0.720
'0:03.360',-0.030,-0.720,-0.980,-0.700
'0:03.362',-0.030,-0.700,-0.970,-0.680
'0:03.364',-0.030,-0.680,-0.960,-0.660
'0:03.366',-0.030,-0.680,-0.940,-0.660
'0:03.368',-0.030,-0.660,-0.920,-0.660
'0:03.370',-0.020,-0.640,-0.910,-0.650
'0:03.372',0.000,-0.630,-0.900,-0.650
'0:03.374',0.010,-0.640,-0.890,-0.650
'0:03.376',0.030,-0.630,-0.880,-0.640
'0:03.378',0.020,-0.620,-0.870,-0.630
'0:03.380',0.000,-0.610,-0.850,-0.610
'0:03.382',0.000,-0.600,-0.840,-0.590
'0:03.384',0.000,-0.570,-0.810,-0.550
'0:03.386',-0.020,-0.540,-0.770,-0.520
'0:03.388',0.000,-0.530,-0.760,-0.550
'0:03.390',0.020,-0.530,-0.760,-0.560
'0:03.392',0.050,-0.530,-0.750,-0.560
'0:03.394',0.060,-0.520,-0.740,-0.550
